DNAJC25-GNG10
TRAV38-1
TRAV26-2
TRAV41
TRAV4
TRAV12-3
TRAV24
TRAV34
TRAV20
TRAV17
TRAV25
TRAV22
TRAV21
TRAV40
PPIAL4C
IGHV3OR16-9
IGHV2OR16-5
IGHV1OR15-9
IGKV1D-13
TRBV12-4
CCL15-CCL14
LOC102724159
PIGBOS1
LOC102724428
IGHV1-69D
IGKV6-21
IGKV3D-20
IGKV6D-41
TRGV8
TRGV4
IGHV1-3
IGHV3-16
IGHV1-18
IGHV3-20
IGHV1-24
IGHV4-28
IGHV3-35
IGHV3-38
IGHV5-51
IGHV1-58
IGHV4-61
IGHV3-66
IGHV2-70D
IGKV3D-7
TRBV5-4
IGKV1-8
IGKV2-24
IGKV1-9
IGKV1-6
IGKV1-12
IGKV3OR2-268
CCDC163
LY6G6E
KRTAP4-8
KIR2DS5
PRAMEF33
LOC107984156
IGHV1-69-2
OVOS
KIR3DP1
KIR2DP1
LOC105369274
KIR2DL5B
IGLV5-39
IGHV7-4-1
TEX13C
IGHV3-64D
MAGEB6B
TRBV6-9
GOLGA8Q
PNMA6F
PNMA6E
NPHP3-ACAD11
IGHV5-10-1
TRBV6-2
TEX13D
TRBV10-1
TRBV6-5
TRBV30
TRBV11-1
TRBV27
TRBV6-1
TRBV7-7
TRBV10-3
TRBV10-2
LOC100130520
GOLGA6L3
GLYATL1B
LOC100131303
KLF18
ERVK3-1
LOC100506127
CENPVL2
C1orf232
SPTY2D1OS
NBDY
CENPVL3
LOC107984640
MMP24OS
ZNF816-ZNF321P
MUC21
RNF103-CHMP3
LOC100653049
LOC100996750
KRTAP9-6
LCE6A
KIR2DS1
TUNAR
C3orf85
TEX49
LOC100289279
IQANK1
CSNKA2IP
TMEM272
KBTBD11-OT1
LOC101059948
FAM237A
FAM236D
C20orf204
MYMX
EDDM13
CXorf51A
SPRR5
HSFX4
CTXND1
LMLN2
TEX50
CCDC196
SMIM28
TEX53
SMIM32
CCDC195
TEX51
C13orf46
MYOCOS
ZC3H11B
PNMA8C
FAM236A
C19orf85
UBE2L5
C10orf143
C17orf113
TEX48
LOC102723971
SPEM3
SMIM27
LOC100130705
MARCOL
GOLGA6L7
CFAP97D2
LOC101927531
REELD1
CTXND2
LOC105371267
LOC102725191
RNF227
FAM237B
CCDC194
TEX54
PRSS51
C13orf42
IQCM
FAM240A
TMEM238L
TCAF2C
ETDC
C11orf97
TINCR
C2orf92
SPAAR
LINC00854
MDFIC2
SMIM36
SMIM35
SMIM31
LOC285095
FAM240B
MBD3L2B
TMEM269
ABHD14A-ACY1
EXOC1L
FAM95C
SMIM33
PRRT1B
SERTM2
LOC107986453
HSFX3
LOC101059915
PVALEF
TRBV7-6
TRBV6-4
TRBV7-8
TRDV1
TRBV2
TRBV12-5
TRBV7-4
TRBV7-2
THSD8
hCG_1809904
KDM4F
DUXB
GNG14
FAM230A
CPHXL
SSU72P7
SSU72P5
LOC390937
SSU72P4
SSU72P2
SSU72P3
GSTT4
RPS10-NUDT3
KANTR
TLE7
SSU72P8
LOC105371045
hCG_1642624
MED17
hCG_1807616
WI2-2373I1.2
PMIS2
LOC149373
TMEM271
TRBV4-2
TRBV3-1
TRBV4-1
TRBV5-1
TRBV11-2
TRBV4-3
TRBV5-5
TRBV5-6
TRBV5-8
TRBV11-3
TRBV14
TRBV28
TRBV29-1
TRBC2
KANSL1L
SLC12A8
RBM47
TTC26
FER1L5
TMEM129
E2F8
UBA6
ESYT2
ESYT3
TRAV38-2DV8
TRDV2
TRDV3
MED19
UHRF1BP1L
POTEB3
IGLC7
SHTN1
PLSCR5
DHRS12
SLC5A10
TMEM223
DAPL1
CIB4
TLDC2
SHISA3
TMEM82
FEZF1
ANKRD20A5P
GXYLT2
TMEM120B
TMEM72
CLRN2
TMEM30CP
PQLC2L
LNP1
ARHGAP10
CCDC189
IRGM
FAM170A
KRTAP23-1
ANO9
SLC22A23
BICDL2
ODAM
ARHGEF37
FAM168B
PXDNL
MEX3A
ILVBL
TSPAN11
ERICH2
UBE2QL1
C20orf202
C1orf226
NDUFAF8
SYCE3
IGSF23
PLEKHG3
ELOVL7
MT1DP
GAGE12B
NUTM2F
PRSS38
SSC5D
FSD2
PLAC8L1
SH3PXD2B
FAM92A
ZBTB7C
MACROD2
ZC3H12D
SERTM1
FRMD3
ANKRD18B
MAGEB16
PTPDC1
TTC24
PIPSL
BCLAF3
DYTN
CCDC78
IGKV2-29
HFM1
ZNF320
WDR27
TMEM213
NBAS
TARSL2
HEATR9
TMEM218
TESPA1
C9orf170
SMCO3
HYKK
HMX2
FAM234B
MEIOC
CCDC66
TYW5
XKRY2
MYBPHL
C17orf102
CCDC144A
DENND3
TMEM89
CLPSL1
DCDC2B
CCDC162P
FUOM
TMEM131L
SSPO
OR2M5
VWA8
SBNO1
PRAMEF22
PRAMEF27
LAMB4
C7orf66
SMIM30
CPED1
C7orf77
ISPD
FAM221A
C7orf71
GSAP
ZNF804B
GTPBP10
LRRD1
WDR91
KLRG2
RAB19
PRSS37
LCHN
GRIFIN
BLACE
CDC14C
SPATA48
MBLAC1
PMS2P1
OR2A25
CTAGE15
GRID2IP
MTMR11
CTAGE9
SH3D21
EFCAB5
EME2
SLC35F4
C5orf49
LINC01553
LRP5L
PI4KAP2
XIRP2
POTEF
FITM1
CLEC18A
VPS37C
CCDC151
CFAP69
PSMB11
PSD
KRBA1
RGSL1
ANKRD34B
TMEM189
FAM149A
TRAPPC13
HTR3E
CNOT1
ARHGEF35
CARNS1
MEGF11
CDHR4
BDP1
FAM221B
C5orf63
DPPA5
TMEM150B
ANKRD62
RBAKDN
GOLGA8IP
PINLYP
FAM172BP
CCDC88B
GOLGA8O
MAP1LC3B2
KLHL33
MAGEA13P
VWA3A
LINC00862
C2orf78
C19orf71
TRIM43B
GMNC
LRCOL1
ANKRD33B
IQCA1L
KRT87P
TEX52
RNF222
NKX2-6
C2orf72
OR6C74
USP17L3
FAM231BP
USP17L4
IZUMO1R
FAM83G
OR14I1
ASPDH
LRIT2
PALM3
SYNDIG1L
RBMY1B
GAGE12H
PGP
OR5H15
TRIM49B
GOLGA6C
METTL21EP
OR6C68
GOLGA6B
MYADML2
MEIS3P1
TBC1D3B
C5orf51
TMEM8B
ZNF840P
PABPN1L
FAM90A10P
MBD3L4
FAM186A
BTBD17
FAM90A18P
WDR97
MBD3L3
NPEPPSL1
RCCD1
PLEKHD1
GOLGA6L4
TMEM247
ZNF503-AS2
ARRDC5
SOWAHB
FAM86C2P
GOLGA6L9
CXorf65
RBMY1E
FAM181B
TBC1D3F
GAGE12J
MROH2A
OR5K3
PRR23A
FAM90A16P
PRORSD1P
POM121B
ANTXRL
CCDC182
NUPR2
OR6C6
FAM205C
TRABD2B
TMEM235
OR2W5
HELT
SMCO2
EFCAB10
NAP1L6
FABP12
ZNF316
GRXCR2
RBFOX3
ANKUB1
TCAF2
DPRX
C5orf60
CFAP73
FAM187A
PGPEP1L
MFSD2B
NEMP2
SDHAF1
FAM24A
MGAT4D
TMEM202
TMEM191C
TMEM221
WIPF3
TLCD2
ZSCAN5C
DCAF8L1
URAD
C9orf92
C2orf71
CCDC160
ANKRD61
TRIM64
GAGE10
PRAMEF25
IGLON5
OOEP
MROH6
ERICH4
GGT3P
LINC01546
STRCP1
FRG2C
C5orf52
OR51F1
SMIM9
OR2T8
GLTPD2
DNAJC9-AS1
SERINC4
TVP23A
ARL5C
OR4C46
CAPN8
DDTL
OR5H14
ZNF860
TUBAL3
MOXD2P
OTOL1
NPIPB15
SPDYE2B
FBLL1
EPOP
FAM47DP
SMCHD1
MANSC4
HMX3
CASTOR2
ANKDD1B
C9orf118
LRRC14B
TRIM64B
MSGN1
ARHGAP42
POTEM
CCDC154
MYMK
NCF1B
LILRA5
CCDC69
GOLGA6L10
CBY3
RRN3P2
PRSS29P
UNC119B
FAM90A20P
OR6C70
LRRC10B
CRYM-AS1
SLC15A5
AGAP5
LINC01549
LRRIQ4
WTIP
SPDYE5
MBD3L5
NKX6-3
IGIP
METTL15
SAGE2P
PRR19
SOWAHD
ARGFX
C11orf86
LRRC72
C19orf67
ZSCAN5B
FAM90A8P
UNCX
NPIPB13
C2orf70
LRRC3C
CD8B2
SLC9B1P1
OR6C65
RIMBP3C
TRIM75P
ACOD1
GLOD5
ZNF233
LIPT2
ASB14
ZNF98
RASSF10
SLC22A20P
PCNX2
FAM90A7P
SH2D7
TSPY2
CCDC85C
SAC3D1
ARID3C
TMEM88B
RTL1
RPL37AP8
OR5H1
TMEM200C
PCP4L1
SDR42E2
CGB1
RGPD3
SPDYE3
SHISAL2B
FAM223B
SLC22A31
FAM74A7
OR6C75
OR5B21
FAM183A
SHISA7
AQP7P3
C3orf70
SMIM23
ELOA3D
TRIM64C
C2CD4B
TTC36
RFPL4A
VSTM2B
DUXA
SPDYE4
TMEM210
OR2AG2
AQP12B
LRRC37A2
ZFP92
LRRC30
CCT8L1P
CLDN24
LRRC53
LINC01548
OR6C76
TRPC5OS
SIGLEC16
FIGNL2
IFITM10
GOLGA8J
CPSF4L
FAM196B
TMEM212
FAM170B
OR5K4
LRRC37A
DBX1
OR52A4P
EIF4E1B
ANXA2P2
SNTN
OR4C45
COL6A6
ZNF729
GOLGA8CP
C2orf81
GJE1
SRRM3
DRGX
IFITM5
OR2AT4
MARCH11
ZNF726
FAM90A27P
FAM90A9P
NUTM2B
C15orf61
RIMBP3B
TTLL13P
SLC38A8
CCDC169
DHRS7C
C16orf96
SPDYE16
ENO4
RIIAD1
USP27X
ZNF716
ZAR1L
TTLL8
NCBP2L
KNCN
LRRIQ3
FAM177B
BTBD11
ANKRD36
YJEFN3
GOLGA8A
ANKRD30BL
C4orf47
ZSWIM8
MYH7B
ARHGAP32
DISP2
TBKBP1
SRRM4
SOBP
POM121C
LINC00473
ZNF839
MEIS3P2
WASHC1
A2ML1
CD300LB
ZNF815P
C15orf62
CLCA1
COLCA2
EFCAB7
SFI1
ZNF785
ERI2
HSPB2-C11orf52
DDX11L8
YDJC
PP2D1
GABRR3
CYSRT1
PMS2P5
ZNF850
NEURL1B
C17orf51
GOLGA8B
NPIPB5
LYRM9
TMEM110-MUSTN1
RHPN2P1
SYCE1L
ZNF891
CENPX
ZBBX
FAM166B
CEACAM18
PRSS47
GNAT3
FOXI3
IQCF5
RNF212B
HMSD
NOTO
CEBPZOS
ZNF724
KRTAP9-7
BBIP1
C12orf71
SMTNL1
C17orf100
PDZK1P1
USP17L5
ADARB2-AS1
LGALS16
CSKMT
GSG1L2
FABP5P3
ZNF727
KRTAP16-1
ZNF705G
SERPINE3
C17orf98
MPTX1
VGLL3
HIGD1C
ZNF705F
HIDE1
NCF1C
FAM171A2
HEPACAM2
ARHGEF33
BTNL10
PHF20L1
BECN2
MEI4
ZNF705E
FAM90A22P
SNRPGP15
EFCAB8
FADS2P1
TMEM14DP
SMIM34A
WASH4P
KIAA1324L
FAM90A12P
KRTAP29-1
CAPN14
GRXCR1
FAM90A5P
VSTM5
MAGEB17
DEFB108A
NUDT19
CDRT15L2
ZNF99
FAM90A23P
KRTAP9-1
LACTBL1
CXorf49
TMCO5B
TTC34
ODF3B
KCNU1
DCDC2C
FAM25E
MINDY4B
IQCF6
FOXO6
EFCAB9
EVPLL
LEUTX
C2orf74
GOLGA6L6
PRR33
C16orf90
OOSP1
COL6A5
KPNA7
MIF4GD
AHRR
FER1L4
UPK3BL1
MYO1G
HACD1
PRR5-ARHGAP8
C1orf196
FHAD1
ESPN
SNURFL
ISM1
NUTM2E
FAM155A
PALM2-AKAP2
LINC00587
IBA57-AS1
WDR64
FAM220BP
ZNF487
PRR32
KLLN
RSPH10B2
CENPBD1
OR11H12
TRIM6-TRIM34
C1QTNF9B
HMGB1P1
MYO9A
POTEC
VWC2L
SMIM1
CFAP97D1
TMEM229A
ZBTB42
KDM4E
BTBD18
HNRNPCL2
EPM2A
FAM25A
PATE3
SRRM5
IQCJ-SCHIP1
TMEM114
NBPF26
TMEM233
CHURC1-FNTB
SHISA9
ZNF879
ZNF736
ZNF732
SPATA31C2
TCP11X1
ANKRD66
SEC14L6
TDRD15
GGTLC3
EIF3CL
TARM1
ERVV-1
ERVV-2
KCNJ18
C2CD4D
C10orf142
LOC730098
ZNF814
TRDC
GPR89A
PPP1R3G
KIF28P
LOC402624
HNRNPCL3
SHISA8
C21orf140
LOC646743
PRSS40B
IGLL5
TBC1D3L
TMEM150C
TCP10L2
WASH3P
TSNAX-DISC1
AJM1
TRIM49D1
EEF1E1-BLOC1S5
ALG1L2
NT5C1B-RDH14
USP17L15
C4orf51
C5orf58
TEX22
C22orf46
C19orf81
RASA4B
UMAD1
KRBOX1
FAM157A
HSBP1L1
CLDN25
C12orf77
PATL2
PHGR1
NPIPB4
PRRT4
TMEM238
BTBD19
USP17L10
HHLA1
USP17L13
C11orf95
MCRIP1
ZNF878
DIRC3
USP17L12
TMEM232
KBTBD13
AKR1B15
BHMG1
ANKRD63
ADM5
USP17L11
INAFM1
C11orf94
PRAC2
KLRF2
USP17L21
USP17L18
USP17L22
FAM47E-STBD1
USP17L23
USP17L17
USP17L19
CFAP99
GOLGA8K
MCIDAS
FAM90A26
C4orf54
USP17L20
STMP1
MUC22
HCG22
PRSS46P
NPIPB11
C8orf87
ANKRD65
FTCDNL1
PRSS44
RNF223
ZNF587B
PPP5D1
PROB1
NACA
PTGES3L
C1QTNF3-AMACR
ANHX
PRR23D1
NPIPA2
NPIPB6
NPIPA7
NEDD8-MDP1
NDUFC2-KCTD14
NPIPB8
TMEM262
C11orf98
ZNF670-ZNF695
ATP6V1G2-DDX39B
FNDC10
LMO7DN
C5orf67
C17orf112
UBAP1L
PPIAL4D
C3orf80
FAM227A
LOC110117498-PIK3R3
RTEL1-TNFRSF6B
RFPL4AL1
POC1B-GALNT4
NPIPB9
EIF2S3B
SPECC1L-ADORA2A
INMT-MINDY4
GOLGA8N
INS-IGF2
NPIPA3
SLCO1B7
hCG_2043033
LINC01619
ATP5MF-PTCD1
KRTAP4-16
CNK3/IPCEF1
TSTD3
FAM72C
PRAMEF26
JMJD7-PLA2G4B
RNASEK-C17orf49
GOLGA6L19
UBE2Q2L
TMEM250
GOLGA6L22
SMKR1
C16orf97
BLOC1S5-TXNDC5
C3orf84
C6orf229
BORCS8-MEF2B
TRAPPC2L
GOLGA8S
MKRN2OS
STMND1
LY6L
GOLGA8T
KLRC4-KLRK1
FAM229A
HNRNPUL2-BSCL2
SMLR1
C15orf65
TMEM178B
BUB1B-PAK6
TMX2-CTNND1
GOLGA8M
CHKB-CPT1B
TEX46
CCDC179
STX16-NPEPL1
SYS1-DBNDD2
TGFBR3L
BOLA2-SMG1P6
ZNF511-PRAP1
RPL36A-HNRNPH2
CROCC2
ANKHD1-EIF4EBP3
CLDN34
CCDC188
GCOM1
PANO1
TRIM77
TMEM189-UBE2V1
RBAK-RBAKDN
hCG_1984214
PYCARD-AS1
C19orf84
GFY
CCER2
GOLGA8R
INO80B-WBP1
LINC01387
ZNF561-AS1
SMIM22
hCG_2039718
APOC4-APOC2
TMEM256-PLSCR3
IFNL4
ASDURF
RNF225
LOC400499
ERVH48-1
OVOL3
DNASE2
AGPS
UBXN8
KIF2A
SGK1
TK2
FZD9
DDX39A
PDLIM1
ACOT7
GPR25
MYO1C
MYO1F
SNAP23
HAX1
EYA2
FXYD1
AIP
CCL24
GTPBP1
KCNK1
LGALS9
STXBP3
MASP2
AP4M1
ARVCF
SMAP
RAB27B
HRK
AP3B1
SULT2B1
TLR4
RHOD
APBB1
LGALS8
NDUFS8
HAS3
TNFRSF10A
NFKBIE
GRM8
CORT
PSMD11
PSMD12
PSMD9
RNF103
BMPR1B
SIRPB1
ATOX1
AGRP
F2RL2
MEN1
CBX4
WRB
PGRMC1
SUPT5H
TAF4
GPR31
DFFA
RFXAP
HIP1
LEFTY2
TULP1
TULP2
CLIC1
TNFRSF11B
EIF3F
CACNB4
WWP2
CDC7
ETV2
UPK1A
ARNTL
PIK3CD
PDHX
SLC28A1
SULT1C2
MATN2
SLC1A7
FOXE1
QSOX1
P2RY10
DCTN6
SLC33A1
WASL
PDE2A
FOXN3
IPO5
POLRMT
EEF2K
CCRL2
SAP18
EML1
IGF2BP3
DNM1L
RTCA
PIK3C2A
PLK4
SYT5
GFRA2
LST1
IFRD1
PIK3R2
GOLIM4
MANBA
TRAF5
AGRN
PLOD2
MEIS1
EXOC5
ELL2
SLC17A3
BTN3A3
HMGN4
BTN3A1
NR5A2
NDUFA4
PSMD14
ZNF593
BIN1
CLDN5
KPNA3
STK25
USP9Y
BCL9
LAD1
FAAH
KRIT1
UPK2
CHL1
VWA5A
PES1
DLL1
CACNA1A
EBAG9
SDCBP
PITPNM1
MPHOSPH10
NOP56
SOX1
DDX3X
CXCR6
RNASET2
CCL21
MFNG
ACKR2
GABRP
PODXL
FCN1
CYR61
PEX12
SLC17A2
PIR
CCL22
PEX7
KPNA4
NTN3
TRIM38
NFIB
E2F3
PPP6C
WNT10B
NME4
CES2
PIK3C2B
MAN2B1
WNT7A
FBP2
UBE2C
ACACB
PDXK
SCD
DLGAP1
SH2B2
CLDN4
PLPP1
PLPP3
ARID1A
ISLR
BHLHE40
SOCS2
NRG2
SOCS7
NCKAP5
ADGRB1
CDK2AP1
AQP7
SDHD
PTPRT
C2CD2L
NEMP1
ASTN1
FCHO1
CUX2
TXNDC9
DPYSL4
SOCS3
SOCS6
TRAFD1
COX7A2L
GAPDHS
HSPB6
ARHGAP33
NDUFAB1
UBFD1
CYB561D2
DYNC1I1
CIT
COPE
OR7A17
RFXANK
NCAN
CTDSP2
VCY
BPY2
EIF1AY
PRY
TMSB4Y
UTY
XKRY
GNGT2
CDC42EP2
AP3D1
CCS
CXCL11
GPR171
CDX4
ZNF195
LCE2B
ENPP3
ABLIM1
DVL1
DVL2
DNALI1
CHD1
CHD2
KCNK3
GOSR2
IRS4
TOR1A
TOR1B
STX16
PRRG1
PRRG2
ADAM10
ABCD4
EI24
ENC1
TP53I11
PTGES
KMT2D
ZNF197
ITGB1BP1
RGPD8
TRDMT1
RRH
APAF1
RIOK3
IMPA2
MAP2K7
ACOT8
CDIPT
PDCD5
PRMT5
SLC9A3R1
TERT
OVOL1
HSD17B6
CHEK1
TNFRSF10B
GABRD
MEIS2
ZNF213
FPGT
TPP1
GNB5
TCERG1
NDC80
KIF3C
NRP1
TNPO2
TNFSF11
APOL1
HS3ST1
MSTN
UNC13B
SH2D1B
TNFRSF10C
POLR3A
TAAR5
MRAS
CPLX1
PHOX2A
CAPN9
TSPAN4
PSMA7
RASGRF2
SCAMP3
PPEF1
PPEF2
PHYH
TNFRSF13B
OPLAH
FFAR1
FFAR3
AIM2
SLC30A4
BACH1
BCKDK
IFIT3
MGST3
GEMIN2
TM4SF5
IRF6
KLF11
WNT9A
WNT9B
TAX1BP3
GIPC1
LIN7A
PCDH17
IKBKB
RGS13
RGS12
TIMM23
FSCN2
HAT1
NCR3
UBE2L6
CASK
PLD2
EREG
TFEC
UQCRQ
MYL12B
UQCR11
CASQ2
LECT2
HGS
AURKA
RAB29
CLGN
DSCR3
PPP1R12A
SLC27A2
GAK
AZIN1
ZNF263
HNRNPDL
XPO1
BTAF1
ATP2A1
PIP5K1B
PPP1R2C
SYN3
ARHGEF10
ZNF609
ZNF646
TRIM66
PDZD2
SPTBN2
MAST4
SEC16A
PLXNB2
AREL1
RIMBP2
KHNYN
TECPR2
SEMA3E
U2SURP
SETD1A
N4BP3
TRANK1
KDM6B
PER2
SYNJ2
ZBTB39
SYNM
ZBTB5
KIAA0355
KIF3B
PFAS
MCF2L
NACAD
ADAMTS3
DCLK1
CEP290
SNPH
ERC2
ANKRD28
ARHGEF11
ZNF536
KIAA0391
SMAD7
CHUK
LSM1
FYB1
NPC1
TBX3
AGPAT2
DEGS1
ANGPT2
SCAMP1
SCAMP2
NPFF
KPNA5
ARPC1B
ARPC2
ARPC3
MUSK
MDM4
BET1
ZBTB7B
POLR1C
PLSCR1
TRIM24
LDLRAD4
AXIN1
PSPHP1
PGRMC2
T
CETN3
CTDSPL
VILL
EPHB6
SMAD9
ADAMDEC1
UBD
ZBTB22
RGL2
PFDN6
WDR46
GSTA4
GPR182
INE1
NKRF
GNPAT
KMO
LAMA5
ZNF185
MATN3
CASC3
MRPS12
NDUFA1
VGF
LEPROT
SLC22A2
SLC22A1
CLIC2
ACOX3
RTL8C
RER1
NPHP1
SURF4
DEFB4A
MAPK13
ATXN7
SHOX
SPTLC1
SPTLC2
TCAP
FANCG
OGT
ALOX15B
PPM1D
GRM6
SIVA1
PMM2
RAD51B
POLR3G
CTAGE5
TM9SF1
INPP4B
CHAD
ATP6V0E1
MID1
HMGB3
TP73
FOXN1
GPR37
PPM1G
INPPL1
FANCA
SOX12
EIF3D
EIF3H
SLC16A4
SLC16A5
HDAC3
NVL
BCAT2
SIGLEC5
YY2
BIRC5
TMPRSS2
NCAM2
IPO8
GRIN2D
STX7
SLC16A6
TOX3
FOXP2
TNRC18
SLC16A3
PIN1P1
SLC31A1
SLC31A2
ABCC3
ABCC4
ABCC5
MPPED1
CCL25
CD3EAP
NBR2
TLR3
MSH4
P4HA2
ST8SIA5
CCL16
MAGEB2
MAGEB3
MAGEB4
TEX28
CAPN5
GYG2
RGS16
PLA2G10
YKT6
GSC2
INSIG1
NUPL2
ARPC5
POLR2D
CLOCK
CFLAR
FGF10
NKX2-8
DDX3Y
SOCS1
MAFG
OGG1
CYP27B1
GPR42
PDPK1
TAPBP
PER1
ZSCAN9
RS1
RGS5
FABP7
RNF113A
LINC01565
P2RX6
KDM6A
CLDN3
FFAR2
MEFV
KCNN4
DHX15
SGSM2
RNMT
ZZEF1
ASAP2
TET3
FLRT2
TTI1
PLXNB1
RRP8
PJA2
SIPA1L1
ZBTB24
CYB5B
PRPF4
ST8SIA3
CYP26A1
PHGDH
NDUFS4
ARHGAP6
ADAM12
CRX
IRAK2
PHF1
MLNR
GPR39
MSH5
SEPT4
DYNC1LI2
KLK10
PSMD3
SLC7A4
TEX33
HOXC11
RBFOX2
PAPSS1
SIAH2
ZNHIT1
DLEU1
ZW10
PRODH
SPINT1
TREH
EFS
MAP3K13
B4GALT5
SART1
SPINT2
GPAA1
DAPK3
TGFB1I1
SRGAP3
ZNF264
ZBTB43
AP5Z1
LRRTM2
HSPA12A
CCP110
SEC14L5
ADCY6
ARHGEF9
ZSCAN12
CTIF
MTSS1
ATMIN
PPIP5K2
AQP9
PAX4
MAP3K7
FGF16
DHH
EEF1E1
LYRM1
ZNF208
MSI1
RIPK2
ZNF749
HOXA2
HOXA3
RASA4
WDR62
HNRNPR
PRPF3
TXNL1
TPD52L2
EMC8
COCH
ERI3
THAP12
ANP32C
GRID2
SYNJ1
FIBP
EIF4G3
TBX1
CBFA2T2
PPIH
KCNAB3
MGAM
MBTPS2
SUV39H1
HTRA2
KLF4
OIP5
AKR7A2
PROM1
EPB41L2
TGOLN2
CACNA1G
RAD51C
LAMTOR5
B4GAT1
ADAM20
TNFSF12
SLC26A4
MED7
WIPF1
ATP8B1
BCL2L11
FOXO3
KCNQ3
KCNQ2
CHST10
SMAD6
XRCC3
XRCC2
TGM5
GNRH2
SGCE
TNFSF14
FRS3
LAT
RGS14
RNF13
CA12
AKAP10
SYT7
DENR
PSTPIP1
XPOT
HR
SPRY2
DNPH1
DCX
GALR2
SPRY1
SPRY3
HCRT
HCRTR1
HCRTR2
TIMM44
TRAPPC3
SNAI2
CHMP2A
FOXS1
NCK2
PSCA
TSPAN6
PLRG1
PRC1
RGS10
ZNF207
NDUFB5
NDUFB3
NDUFC1
NDUFA2
LDB2
TCF21
ASNA1
BUB1
BUB3
PLPP2
PI15
SIGLEC6
SULT1B1
ACTN4
GSTZ1
BUD23
TLX3
TRIAP1
GATC
HTATSF1
KDELR3
TRAF3IP2
ITM2A
CYTH3
PRKAB2
CHP2
AP1G1
OR1F1
STX6
SYNGR1
SYNGR2
SYNGR3
TLX2
SGTA
LIAS
ENSA
SLC25A20
NARS
DYRK3
KRT86
SPOP
MYO1B
SSNA1
SLC25A17
NUDT21
DUX1
LANCL1
STRN
RRP9
SCO2
HYAL3
C21orf2
AKAP8
GTPBP6
B3GALT2
SLC37A4
ANGPTL7
ZBTB14
ZNF73
IDH3B
NRDC
CALU
EDIL3
ATP9B
AHCYL1
CD5L
SLC28A2
OR2T1
CREB3
XPNPEP2
KIF1C
TLL1
PRICKLE3
GAS2
KLRC4
EXTL3
ORC5
TYROBP
VEGFD
CHST1
AIRE
NDUFS5
EFNA2
PDE6D
CXCL13
ORC4
PRKY
PEX1
MFSD11
RAD21
AKR1B10
TIMM8A
SSX4
SSX5
KALRN
DHX16
SSSCA1
GMFG
TMPRSS11D
PPP1R12B
BNIP3L
SH3BP5
PLIN1
ADGRB2
ADGRB3
HS6ST1
MED14
PCDH7
SOX15
PRPSAP2
FGF17
KLK8
PRKN
GNG7
SMARCA5
ADCY3
KIAA0513
GPRIN2
SPAG9
SUSD5
